trade_date,open,high,low,close,vol,7ma,7macd,7atr,7upper,7lower,7rsv,14ma,14macd,14atr,14upper,14lower,14rsv,21ma,21macd,21atr,21upper,21lower,21rsv
1422921600,4.45,4.51,4.37,4.5,561.59,4.600943750229938,0.11434214565985942,0.1385714285714284,4.9942592582871494,4.274312170284281,17.307692307692292,4.695451228966212,0.06328087826608216,0.1857142857142857,5.224320053655314,4.309965660630402,12.16216216216214,4.737562540565039,0.04485413661353189,0.20285714285714285,5.231315112139857,4.402018221193478,12.16216216216214
1423008000,4.5,4.53,4.4,4.41,464.39,4.553143863353039,0.125044704813174,0.13571428571428548,4.8411879561195095,4.2788120438804915,0.0,4.655920328673915,0.0754143958177474,0.17571428571428566,5.175656972445914,4.262914456125513,0.0,4.704040441519609,0.05373287497814368,0.1895238095238095,5.213249912710063,4.354369134908984,0.0
1423094400,4.59,4.61,4.39,4.4,760.96,4.514819443125806,0.13083355556524928,0.1328571428571428,4.719648088856929,4.2889233397145,0.0,4.620660703355214,0.08685575199486202,0.17928571428571427,5.078264648940161,4.25316392248841,0.0,4.673277138662612,0.06276043130151501,0.1928571428571429,5.195220923342971,4.310493362371314,0.0
1423180800,4.37,4.38,4.27,4.3,503.71,4.461074136665571,0.13913142465825734,0.13142857142857153,4.640206001453802,4.256936855689055,0.0,4.576676818284827,0.09892125468889913,0.16642857142857143,5.098163279335244,4.184693863521899,0.0,4.635892390699824,0.07253556712649102,0.18523809523809526,5.209227615547138,4.245058098738576,0.0
1423440000,4.27,4.34,4.24,4.3,475.55,4.4207828617976865,0.14340124732900525,0.13000000000000014,4.596189867250252,4.223810132749748,0.0,4.538870959511611,0.11024289618091981,0.15857142857142856,5.1090107926032475,4.125274921682467,0.0,4.602559944853405,0.08236862602222933,0.17047619047619048,5.2092203255659015,4.188874912529336,0.0
1423526400,4.29,4.36,4.27,4.36,451.05,4.405580711191334,0.13750891798026169,0.12714285714285736,4.523671103204016,4.242043182510269,30.00000000000022,4.514510172290659,0.11880454250408468,0.1407142857142857,5.050793386757427,4.1020637560997155,8.823529411764772,4.5786881559984325,0.09115378822643858,0.16523809523809527,5.204708695958937,4.149577018326777,7.058823529411819
1423612800,4.31,4.36,4.3,4.33,296.34,4.386679532661112,0.12916336293428848,0.12142857142857164,4.514922390774479,4.227934752082665,15.00000000000011,4.489452998804221,0.12544691317439316,0.13571428571428573,4.993983416532343,4.080302297753372,4.411764705882386,4.554395615705088,0.0991290140152297,0.16428571428571434,5.197922607294057,4.10969644032499,3.5294117647059093
1423699200,4.32,4.35,4.28,4.34,297.37,4.375006870124536,0.11820009422894619,0.11142857142857159,4.43683510281217,4.260307754330688,36.363636363636296,4.469206737695341,0.12993635674907206,0.125,4.880419941145546,4.102437201711596,6.349206349206356,4.533593769076542,0.10605313115520236,0.16095238095238099,5.176906031331741,4.078332063906354,4.7058823529411775
1423785600,4.36,4.46,4.35,4.44,482.5,4.391258054763923,0.09803763041191597,0.10857142857142879,4.456596743598154,4.2491175421161325,100.0,4.465258559972418,0.13039239838968125,0.12214285714285714,4.752516618921433,4.1603405239357105,28.571428571428676,4.524567990290387,0.11083850304110522,0.15333333333333338,5.110879866015795,4.083405848269919,16.470588235294173
1424044800,4.43,4.44,4.39,4.42,237.11,4.398444503601233,0.07879735017856264,0.08428571428571452,4.466383247251017,4.245045324177554,85.71428571428544,4.45915177040008,0.1284632104564366,0.10857142857142867,4.655456801251977,4.204543198748024,30.769230769230756,4.514539329307174,0.11408636663263738,0.14761904761904768,5.014040326772971,4.110721577988935,17.647058823529413
